frame,t,state,A,Ap,Ab,dA_dt,osc,risk,ttc_risk,traj_conf,transition
249,36.983,CRUISE,0.1688,0.375,0.0,-0.001,0.0001,0.0,0.0,0.0,
250,37.133,CRUISE,0.1688,0.375,0.0,-0.001,0.0001,0.0,0.0,0.0,
251,37.321,CRUISE,0.1688,0.375,0.0,-0.001,0.0001,0.0,0.0,0.0,
252,37.462,CRUISE,0.1688,0.375,0.0,-0.001,0.0001,0.0,0.0,0.0,
253,37.604,CRUISE,0.1688,0.375,0.0,-0.0009,0.0001,0.0,0.0,0.0,
254,37.741,CRUISE,0.1688,0.375,0.0,-0.0009,0.0001,0.0,0.0,0.0,
255,37.871,CRUISE,0.1688,0.375,0.0,-0.0009,0.0001,0.0,0.0,0.0,
256,38.004,CRUISE,0.1688,0.375,0.0,-0.0008,0.0001,0.0,0.0,0.0,
257,38.138,CRUISE,0.1688,0.375,0.0,-0.0007,0.0001,0.0,0.0,0.0,
258,38.273,CRUISE,0.1688,0.375,0.0,-0.0007,0.0001,0.0,0.0,0.0,
259,38.4,CRUISE,0.1688,0.375,0.0,-0.0006,0.0001,0.0,0.0,0.0,
260,38.528,CRUISE,0.1688,0.375,0.0,-0.0005,0.0,0.0,0.0,0.0,
261,38.658,CRUISE,0.1688,0.375,0.0,-0.0004,0.0,0.0,0.0,0.0,
262,38.788,CRUISE,0.1688,0.375,0.0,-0.0003,0.0,0.0,0.0,0.0,
