frame,t,state,A,Ap,Ab,dA_dt,osc,risk,ttc_risk,traj_conf,transition
191,39.334,CRUISE,0.3053,0.4361,0.0,0.0012,0.0002,0.0399,0.1139,0.0,
192,39.51,CRUISE,0.3053,0.4361,0.0,0.0014,0.0002,0.0,0.0,0.0,
193,39.698,CRUISE,0.3053,0.4361,0.0,0.0015,0.0002,0.0,0.0,0.0,
194,39.883,CRUISE,0.3071,0.4387,0.0,0.0016,0.0002,0.0396,0.1131,0.0,
195,40.069,CRUISE,0.3071,0.4387,0.0,0.0017,0.0003,0.0,0.0,0.0,
196,40.256,CRUISE,0.3196,0.4566,0.0,0.0019,0.0003,0.3166,0.9046,0.0,
197,40.444,CRUISE,0.3196,0.4566,0.0,0.002,0.0003,0.0,0.0,0.0,
198,40.619,CRUISE,0.3196,0.4566,0.0,0.0021,0.0004,0.0,0.0,0.0,
199,40.799,CRUISE,0.3196,0.4566,0.0,0.0022,0.0004,0.0,0.0,0.0,
200,40.978,CRUISE,0.3196,0.4566,0.0,0.0022,0.0004,0.0,0.0,0.0,
201,41.158,CRUISE,0.3226,0.4608,0.0,0.0023,0.0004,0.0402,0.1147,0.0,
202,41.345,CRUISE,0.3226,0.4608,0.0,0.0023,0.0004,0.0,0.0,0.0,
203,41.526,CRUISE,0.3226,0.4608,0.0,0.0023,0.0004,0.0,0.0,0.0,
204,41.712,CRUISE,0.3226,0.4608,0.0,0.0023,0.0004,0.0,0.0,0.0,
205,41.893,CRUISE,0.3226,0.4608,0.0,0.0022,0.0004,0.0,0.0,0.0,
206,42.078,CRUISE,0.3226,0.4608,0.0,0.0021,0.0004,0.0,0.0,0.0,
207,42.265,CRUISE,0.3225,0.4607,0.0,0.002,0.0003,0.0391,0.1118,0.0,
208,42.5,CRUISE,0.3208,0.4583,0.0,0.002,0.0003,0.0,0.0,0.0,
209,42.735,CRUISE,0.3208,0.4583,0.0,0.0019,0.0003,0.0,0.0,0.0,
210,42.942,CRUISE,0.3208,0.4583,0.0,0.0018,0.0003,0.0,0.0,0.0,
211,43.153,CRUISE,0.3208,0.4583,0.0,0.0018,0.0003,0.0,0.0,0.0,
212,43.351,CRUISE,0.3208,0.4583,0.0,0.0016,0.0003,0.0,0.0,0.0,
213,43.546,CRUISE,0.3208,0.4583,0.0,0.0015,0.0002,0.0,0.0,0.0,
214,43.743,CRUISE,0.3208,0.4583,0.0,0.0014,0.0002,0.0,0.0,0.0,
215,43.93,CRUISE,0.3204,0.4577,0.0,0.0012,0.0002,0.0,0.0,0.0,
216,44.141,CRUISE,0.3204,0.4577,0.0,0.0011,0.0001,0.0,0.0,0.0,
217,44.345,CRUISE,0.3204,0.4577,0.0,0.0009,0.0001,0.0,0.0,0.0,
218,44.54,CRUISE,0.3204,0.4577,0.0,0.0007,0.0001,0.0,0.0,0.0,
219,44.749,CRUISE,0.3178,0.454,0.0,0.0005,0.0,0.0,0.0,0.0,
