frame,t,state,A,Ap,Ab,dA_dt,osc,risk,ttc_risk,traj_conf,transition
61,15.166,HOLD,0.4479,0.6399,0.0,0.0014,0.0035,0.334,0.9544,0.0,
62,15.366,HOLD,0.4549,0.6499,0.0,0.0015,0.0036,0.3461,0.9889,0.0,
63,15.562,HOLD,0.4549,0.6499,0.0,0.0015,0.0036,0.0,0.0,0.0,
64,15.778,HOLD,0.4477,0.6395,0.0,0.0015,0.0036,0.3347,0.9563,0.0,
65,16.005,HOLD,0.4456,0.6366,0.0,0.0013,0.0035,0.0936,0.2673,0.0,
66,16.222,HOLD,0.4489,0.6413,0.0,0.0012,0.0034,0.0,0.0,0.0,
67,16.437,HOLD,0.4521,0.6458,0.0,0.001,0.0033,0.0,0.0,0.0,
68,16.615,HOLD,0.4521,0.6458,0.0,0.0007,0.0032,0.0,0.0,0.0,
69,16.87,HOLD,0.4494,0.642,0.0,0.0004,0.003,0.2435,0.6959,0.0,
70,17.163,HOLD,0.4494,0.642,0.0,0.0,0.0028,0.0,0.0,0.0,
71,17.44,PROBE,0.4469,0.6384,0.0,-0.0001,0.0027,0.0,0.0,0.0,G5
72,17.681,PROBE,0.4229,0.6042,0.0,-0.0001,0.0027,0.0,0.0,0.0,
73,17.877,PROBE,0.4169,0.5956,0.0,-0.0001,0.0027,0.0011,0.0032,0.0,
74,18.085,PROBE,0.404,0.5772,0.0,-0.0001,0.0027,0.0011,0.0031,0.0,
75,18.277,PROBE,0.3941,0.563,0.0,-0.0,0.0027,0.0,0.0,0.0,
76,18.462,PROBE,0.3878,0.554,0.0,0.0001,0.0027,0.0,0.0,0.0,
77,18.649,PROBE,0.3878,0.554,0.0,0.0002,0.0026,0.0,0.0,0.0,
78,18.828,PROBE,0.3878,0.554,0.0,0.0003,0.0026,0.0,0.0,0.0,
79,19.0,PROBE,0.3878,0.554,0.0,0.0005,0.0025,0.0,0.0,0.0,
80,19.168,PROBE,0.3878,0.554,0.0,0.0006,0.0025,0.0,0.0,0.0,
81,19.344,PROBE,0.3878,0.554,0.0,0.0008,0.0024,0.0,0.0,0.0,
82,19.522,PROBE,0.3871,0.5529,0.0,0.001,0.0023,0.0,0.0,0.0,
83,19.703,PROBE,0.3882,0.5546,0.0,0.0012,0.0022,0.0,0.0,0.0,
84,19.878,PROBE,0.3882,0.5546,0.0,0.0006,0.002,0.0,0.0,0.0,
85,20.058,PROBE,0.3882,0.5546,0.0,-0.0001,0.0018,0.0,0.0,0.0,
86,20.236,PROBE,0.3621,0.5173,0.0,-0.0009,0.0017,0.0,0.0,0.0,
87,20.423,PROBE,0.3621,0.5173,0.0,-0.0018,0.0015,0.0,0.0,0.0,
88,20.607,HOLD,0.3621,0.5173,0.0,-0.0027,0.0013,0.0,0.0,0.0,G2
89,20.782,HOLD,0.3621,0.5173,0.0,-0.0037,0.0011,0.0,0.0,0.0,
90,20.956,HOLD,0.3484,0.4977,0.0,-0.0038,0.0012,0.0,0.0,0.0,
91,21.127,PROBE,0.3426,0.4894,0.0,-0.004,0.0013,0.0,0.0,0.0,G5
92,21.299,PROBE,0.334,0.4772,0.0,-0.0041,0.0014,0.0,0.0,0.0,
93,21.479,PROBE,0.334,0.4772,0.0,-0.0041,0.0014,0.0,0.0,0.0,
94,21.647,PROBE,0.3334,0.4763,0.0,-0.0042,0.0014,0.0,0.0,0.0,
95,21.832,COMMIT,0.3029,0.4327,0.0,-0.0044,0.0016,0.0,0.0,0.0,G3
96,22.009,COMMIT,0.2163,0.4327,0.0,-0.0051,0.0024,0.0,0.0,0.0,
97,22.178,CRUISE,0.2163,0.4327,0.0,-0.0057,0.0031,0.0,0.0,0.0,G7_from_commit
98,22.354,CRUISE,0.2163,0.4327,0.0,-0.0062,0.0036,0.0,0.0,0.0,
99,22.527,CRUISE,0.2145,0.429,0.0,-0.0066,0.0041,0.0,0.0,0.0,
100,22.704,CRUISE,0.2273,0.4546,0.0,-0.0068,0.0043,0.0091,0.0034,0.0,
101,22.879,CRUISE,0.3182,0.4546,0.0,-0.0063,0.004,0.0126,0.0,0.0,
102,23.052,CRUISE,0.2445,0.489,0.0,-0.0064,0.0041,0.0933,0.1889,0.0,
103,23.231,CRUISE,0.247,0.4939,0.0,-0.0065,0.0042,0.1012,0.1889,0.0,
104,23.401,CRUISE,0.2584,0.5168,0.0,-0.0065,0.0042,0.1329,0.3797,0.0,
105,23.575,CRUISE,0.2613,0.5226,0.0,-0.0065,0.0042,0.1859,0.5313,0.0,
106,23.754,PROBE,0.3939,0.5627,0.0,-0.0056,0.0042,0.2233,0.638,0.0,G1
107,23.942,PROBE,0.4128,0.5898,0.0,-0.0046,0.0043,0.2252,0.6434,0.0,
108,24.148,PROBE,0.418,0.5971,0.0,-0.0036,0.0045,0.2501,0.7146,0.0,
109,24.354,PROBE,0.4353,0.6218,0.0,-0.0024,0.0047,0.2287,0.6533,0.0,
110,24.571,PROBE,0.4461,0.6373,0.0,-0.0013,0.0051,0.1411,0.4032,0.0,
111,24.801,PROBE,0.4493,0.6418,0.0,-0.0001,0.0054,0.2297,0.6562,0.0,
112,25.056,PROBE,0.4482,0.6402,0.0,0.001,0.0058,0.1983,0.5667,0.0,
113,25.318,PROBE,0.4498,0.6426,0.0,0.0021,0.0061,0.2586,0.7389,0.0,
114,25.518,PROBE,0.446,0.6371,0.0,0.0032,0.0064,0.2971,0.8489,0.0,
115,25.765,PROBE,0.4445,0.635,0.0,0.0042,0.0067,0.3092,0.8833,0.0,
116,26.014,PROBE,0.4428,0.6326,0.0,0.005,0.007,0.3172,0.9064,0.0,
117,26.199,PROBE,0.4425,0.6321,0.0,0.0058,0.0074,0.0661,0.1889,0.0,
118,26.397,PROBE,0.4374,0.6249,0.0,0.0065,0.0076,0.326,0.9314,0.0,
119,26.575,PROBE,0.4313,0.6161,0.0,0.0071,0.0078,0.3304,0.9441,0.0,
120,26.757,HOLD,0.4318,0.6168,0.0,0.0077,0.008,0.0661,0.1889,0.0,G2
121,26.932,HOLD,0.4259,0.6084,0.0,0.008,0.0082,0.3326,0.9503,0.0,
122,27.108,HOLD,0.4221,0.603,0.0,0.0083,0.0083,0.3335,0.9529,0.0,
123,27.278,HOLD,0.4174,0.5963,0.0,0.0085,0.0084,0.0661,0.1889,0.0,
124,27.448,HOLD,0.4145,0.5922,0.0,0.0087,0.0085,0.0661,0.1889,0.0,
125,27.645,HOLD,0.4074,0.582,0.0,0.0085,0.0084,0.1595,0.4558,0.0,
126,27.831,HOLD,0.4009,0.5727,0.0,0.0077,0.0076,0.1978,0.565,0.0,
127,28.008,HOLD,0.3893,0.5562,0.0,0.0067,0.0068,0.2118,0.6051,0.0,
128,28.184,HOLD,0.375,0.5357,0.0,0.0055,0.0059,0.2202,0.629,0.0,
129,28.379,HOLD,0.3695,0.5279,0.0,0.0043,0.0049,0.2797,0.7993,0.0,
130,28.583,HOLD,0.3716,0.5309,0.0,0.003,0.004,0.2953,0.8436,0.0,
131,28.767,HOLD,0.3716,0.5309,0.0,0.0023,0.0038,0.0,0.0,0.0,
132,28.946,HOLD,0.386,0.5515,0.0,0.0012,0.003,0.0,0.0,0.0,
133,29.121,HOLD,0.3971,0.5673,0.0,0.0001,0.0022,0.0,0.0,0.0,
134,29.298,PROBE,0.4095,0.585,0.0,-0.0009,0.0014,0.0,0.0,0.0,G5
135,29.473,PROBE,0.4194,0.5992,0.0,-0.0019,0.0006,0.0,0.0,0.0,
136,29.659,PROBE,0.4278,0.6111,0.0,-0.002,0.0006,0.0,0.0,0.0,
137,29.839,PROBE,0.4349,0.6213,0.0,-0.0019,0.0006,0.0,0.0,0.0,
138,30.008,PROBE,0.4433,0.6333,0.0,-0.0017,0.0007,0.0,0.0,0.0,
139,30.183,PROBE,0.4454,0.6363,0.0,-0.0014,0.0007,0.0,0.0,0.0,
140,30.366,PROBE,0.4471,0.6387,0.0,-0.0011,0.0007,0.0,0.0,0.0,
141,30.538,PROBE,0.4506,0.6437,0.0,-0.0007,0.0007,0.0,0.0,0.0,
142,30.734,PROBE,0.452,0.6457,0.0,-0.0003,0.0007,0.0,0.0,0.0,
143,30.931,PROBE,0.4544,0.6491,0.0,0.0001,0.0007,0.0,0.0,0.0,
144,31.128,PROBE,0.4588,0.6554,0.0,0.0006,0.0007,0.0,0.0,0.0,
145,31.323,PROBE,0.461,0.6586,0.0,0.001,0.0008,0.0,0.0,0.0,
146,31.515,PROBE,0.4625,0.6608,0.0,0.0014,0.0008,0.0,0.0,0.0,
147,31.705,PROBE,0.4612,0.6589,0.0,0.0018,0.0008,0.0,0.0,0.0,
148,31.899,PROBE,0.4632,0.6618,0.0,0.0022,0.0009,0.0,0.0,0.0,
149,32.093,PROBE,0.4664,0.6662,0.0,0.0025,0.0009,0.0,0.0,0.0,
150,32.28,PROBE,0.4563,0.6519,0.0,0.0027,0.001,0.0,0.0,0.0,
151,32.459,HOLD,0.4564,0.652,0.0,0.0029,0.001,0.0136,0.0388,0.0,G2
152,32.632,HOLD,0.4564,0.6521,0.0,0.0031,0.001,0.0136,0.0389,0.0,
153,32.804,HOLD,0.4462,0.6374,0.0,0.0032,0.001,0.0136,0.0388,0.0,
154,32.996,HOLD,0.4276,0.6109,0.0,0.0031,0.001,0.0136,0.039,0.0,
155,33.178,HOLD,0.409,0.5843,0.0,0.0028,0.001,0.1625,0.4643,0.0,
156,33.355,HOLD,0.3771,0.5387,0.0,0.0022,0.0011,0.0,0.0,0.0,
157,33.527,HOLD,0.3459,0.4941,0.0,0.0014,0.0013,0.0,0.0,0.0,
158,33.714,HOLD,0.3236,0.4623,0.0,0.0004,0.0015,0.0,0.0,0.0,
159,33.891,PROBE,0.3239,0.4627,0.0,-0.0006,0.0018,0.0,0.0,0.0,G5
160,34.068,PROBE,0.3182,0.4546,0.0,-0.0016,0.002,0.0,0.0,0.0,
161,34.244,PROBE,0.3182,0.4546,0.0,-0.0027,0.0023,0.0,0.0,0.0,
162,34.453,PROBE,0.3182,0.4546,0.0,-0.0036,0.0026,0.0,0.0,0.0,
163,34.638,PROBE,0.3182,0.4546,0.0,-0.0043,0.0029,0.0,0.0,0.0,
164,34.823,PROBE,0.3182,0.4546,0.0,-0.005,0.0032,0.0,0.0,0.0,
165,35.036,PROBE,0.3182,0.4546,0.0,-0.0056,0.0035,0.0,0.0,0.0,
166,35.314,PROBE,0.3182,0.4546,0.0,-0.006,0.0037,0.0,0.0,0.0,
167,35.599,PROBE,0.3182,0.4546,0.0,-0.0064,0.004,0.0,0.0,0.0,
168,35.88,PROBE,0.3182,0.4546,0.0,-0.0066,0.0041,0.0,0.0,0.0,
169,36.153,PROBE,0.3182,0.4546,0.0,-0.0068,0.0042,0.0,0.0,0.0,
170,36.409,PROBE,0.3182,0.4546,0.0,-0.0069,0.0043,0.0,0.0,0.0,
171,36.661,PROBE,0.3182,0.4546,0.0,-0.0069,0.0043,0.0,0.0,0.0,
172,36.936,HOLD,0.3182,0.4546,0.0,-0.0069,0.0043,0.0,0.0,0.0,G2
173,37.171,HOLD,0.3182,0.4546,0.0,-0.0067,0.0042,0.0,0.0,0.0,
174,37.385,HOLD,0.3278,0.4682,0.0,-0.0065,0.004,0.348,0.9943,0.0,
175,37.618,PROBE,0.3278,0.4682,0.0,-0.0061,0.0038,0.0,0.0,0.0,G5
176,37.809,PROBE,0.3278,0.4682,0.0,-0.0057,0.0035,0.0,0.0,0.0,
177,37.996,PROBE,0.3278,0.4682,0.0,-0.0052,0.0032,0.0,0.0,0.0,
178,38.18,PROBE,0.3641,0.5201,0.0,-0.0045,0.0028,0.0613,0.175,0.0,
179,38.368,PROBE,0.3638,0.5197,0.0,-0.0036,0.0024,0.066,0.1885,0.0,
180,38.552,PROBE,0.3638,0.5197,0.0,-0.0028,0.002,0.0,0.0,0.0,
181,38.744,PROBE,0.3631,0.5187,0.0,-0.002,0.0016,0.0,0.0,0.0,
182,38.936,PROBE,0.3635,0.5192,0.0,-0.0011,0.0012,0.0,0.0,0.0,
183,39.129,PROBE,0.3574,0.5105,0.0,-0.0002,0.0008,0.0,0.0,0.0,
184,39.321,PROBE,0.3577,0.511,0.0,0.0005,0.0006,0.0,0.0,0.0,
185,39.514,PROBE,0.3681,0.5259,0.0,0.0012,0.0004,0.2716,0.7759,0.0,
186,39.731,PROBE,0.3678,0.5254,0.0,0.0017,0.0004,0.3091,0.8832,0.0,
187,39.934,PROBE,0.3678,0.5254,0.0,0.002,0.0004,0.0,0.0,0.0,
188,40.125,PROBE,0.3678,0.5254,0.0,0.0022,0.0005,0.0,0.0,0.0,
189,40.304,PROBE,0.3678,0.5254,0.0,0.0023,0.0005,0.0,0.0,0.0,
190,40.478,PROBE,0.3678,0.5254,0.0,0.0023,0.0005,0.0,0.0,0.0,
191,40.653,HOLD,0.3678,0.5254,0.0,0.0024,0.0005,0.0,0.0,0.0,G2
192,40.827,HOLD,0.3678,0.5254,0.0,0.0024,0.0005,0.0,0.0,0.0,
193,41.001,HOLD,0.3678,0.5254,0.0,0.0024,0.0005,0.0,0.0,0.0,
194,41.185,HOLD,0.3678,0.5254,0.0,0.0023,0.0005,0.0,0.0,0.0,
195,41.364,HOLD,0.3678,0.5254,0.0,0.0023,0.0005,0.0,0.0,0.0,
196,41.544,HOLD,0.3678,0.5254,0.0,0.0022,0.0005,0.0,0.0,0.0,
197,41.719,HOLD,0.3678,0.5254,0.0,0.0021,0.0004,0.0,0.0,0.0,
198,41.919,HOLD,0.3678,0.5254,0.0,0.002,0.0004,0.0,0.0,0.0,
199,42.107,HOLD,0.3678,0.5254,0.0,0.0018,0.0004,0.0,0.0,0.0,
200,42.284,HOLD,0.3678,0.5254,0.0,0.0017,0.0003,0.0,0.0,0.0,
201,42.461,HOLD,0.3678,0.5254,0.0,0.0015,0.0003,0.0,0.0,0.0,
202,42.641,HOLD,0.3863,0.5519,0.0,0.0014,0.0003,0.0661,0.1889,0.0,
203,42.827,HOLD,0.39,0.5572,0.0,0.0013,0.0002,0.121,0.3458,0.0,
204,43.012,HOLD,0.3835,0.5478,0.0,0.0012,0.0002,0.0,0.0,0.0,
205,43.204,HOLD,0.3835,0.5478,0.0,0.0011,0.0002,0.0,0.0,0.0,
206,43.391,HOLD,0.4082,0.5832,0.0,0.0011,0.0002,0.0661,0.1889,0.0,
207,43.575,HOLD,0.4082,0.5832,0.0,0.001,0.0001,0.0,0.0,0.0,
208,43.759,HOLD,0.3935,0.5622,0.0,0.0011,0.0002,0.0,0.0,0.0,
209,43.962,HOLD,0.3945,0.5636,0.0,0.0012,0.0002,0.0,0.0,0.0,
210,44.17,HOLD,0.3945,0.5636,0.0,0.0013,0.0002,0.0,0.0,0.0,
211,44.372,HOLD,0.3945,0.5636,0.0,0.0013,0.0002,0.0,0.0,0.0,
212,44.565,HOLD,0.4346,0.6208,0.0,0.0016,0.0003,0.2496,0.7133,0.0,
213,44.755,HOLD,0.4644,0.6634,0.0,0.0021,0.0005,0.3085,0.8814,0.0,
214,44.952,HOLD,0.4644,0.6634,0.0,0.0024,0.0007,0.0,0.0,0.0,
215,45.142,HOLD,0.464,0.6628,0.0,0.0028,0.0009,0.0,0.0,0.0,
216,45.321,HOLD,0.4653,0.6648,0.0,0.0032,0.0011,0.0,0.0,0.0,
217,45.503,HOLD,0.4637,0.6624,0.0,0.0035,0.0012,0.0661,0.1889,0.0,
218,45.679,HOLD,0.4621,0.6601,0.0,0.0037,0.0013,0.0661,0.1889,0.0,
219,45.852,HOLD,0.4621,0.6601,0.0,0.0039,0.0014,0.0,0.0,0.0,
220,46.026,HOLD,0.4625,0.6606,0.0,0.0041,0.0015,0.2011,0.5744,0.0,
221,46.203,HOLD,0.4608,0.6583,0.0,0.0042,0.0016,0.1916,0.5474,0.0,
222,46.41,HOLD,0.4593,0.6562,0.0,0.0043,0.0016,0.2161,0.6173,0.0,
223,46.608,HOLD,0.4576,0.6537,0.0,0.0043,0.0016,0.2905,0.83,0.0,
224,46.785,ABORT,0.4573,0.6533,0.0,0.0043,0.0016,0.3221,0.9203,0.0,G6
225,46.957,ABORT,0.4556,0.6508,0.0,0.0042,0.0016,0.3314,0.9469,0.0,
226,47.132,ABORT,0.4548,0.6497,0.0,0.004,0.0015,0.3346,0.9561,0.0,
227,47.312,ABORT,0.451,0.6443,0.0,0.0039,0.0014,0.3368,0.9624,0.0,
228,47.491,ABORT,0.4498,0.6426,0.0,0.0036,0.0013,0.338,0.9656,0.0,
229,47.667,ABORT,0.4464,0.6377,0.0,0.0033,0.0012,0.3069,0.8768,0.0,
230,47.842,ABORT,0.4434,0.6334,0.0,0.003,0.0011,0.3276,0.9359,0.0,
231,48.024,ABORT,0.4383,0.6262,0.0,0.0026,0.0009,0.3362,0.9607,0.0,
232,48.197,ABORT,0.44,0.6286,0.0,0.0023,0.0009,0.3397,0.9707,0.0,
233,48.379,ABORT,0.4402,0.6289,0.0,0.002,0.0008,0.3414,0.9754,0.0,
234,48.573,ABORT,0.4352,0.6217,0.0,0.0016,0.0007,0.3426,0.9787,0.0,
235,48.749,ABORT,0.4293,0.6133,0.0,0.0011,0.0006,0.3384,0.9669,0.0,
236,48.929,ABORT,0.4225,0.6036,0.0,0.0007,0.0005,0.3385,0.967,0.0,
237,49.105,ABORT,0.4202,0.6003,0.0,0.0004,0.0005,0.3391,0.9688,0.0,
238,49.285,ABORT,0.4173,0.5962,0.0,-0.0001,0.0005,0.3394,0.9698,0.0,
239,49.468,ABORT,0.498,0.5888,0.286,-0.0001,0.0005,0.3393,0.9695,0.0,
240,49.645,ABORT,0.4951,0.5796,0.2978,-0.0002,0.0004,0.3393,0.9694,0.0,
241,49.821,ABORT,0.5064,0.575,0.3462,-0.0002,0.0004,0.3395,0.97,0.0,
242,49.999,ABORT,0.4924,0.5625,0.3288,-0.0001,0.0005,0.3399,0.9712,0.0,
243,50.173,ABORT,0.4599,0.5414,0.2697,-0.0,0.0005,0.34,0.9715,0.0,
244,50.347,ABORT,0.4567,0.5259,0.2952,0.0001,0.0005,0.3405,0.9727,0.0,
245,50.526,ABORT,0.4401,0.5086,0.2802,0.0,0.0005,0.3406,0.9732,0.0,
246,50.705,ABORT,0.4253,0.4933,0.2665,-0.0001,0.0005,0.3399,0.9711,0.0,
247,50.887,ABORT,0.4187,0.4892,0.254,-0.0003,0.0005,0.339,0.9686,0.0,
248,51.071,ABORT,0.4309,0.4846,0.3057,-0.0003,0.0005,0.3372,0.9634,0.0,
249,51.249,ABORT,0.4199,0.4599,0.3266,-0.0004,0.0006,0.3356,0.9589,0.0,
250,51.434,ABORT,0.4342,0.4619,0.3696,-0.0004,0.0006,0.3333,0.9523,0.0,
251,51.615,ABORT,0.4407,0.464,0.3864,-0.0004,0.0006,0.3324,0.9497,0.0,
252,51.796,ABORT,0.4423,0.4628,0.3943,-0.0004,0.0006,0.3338,0.9538,0.0,
253,51.98,ABORT,0.4332,0.4465,0.4022,-0.0004,0.0006,0.3351,0.9574,0.0,
254,52.163,ABORT,0.4351,0.4479,0.4054,-0.0004,0.0006,0.3347,0.9562,0.0,
255,52.353,ABORT,0.4362,0.4493,0.4057,-0.0004,0.0006,0.3357,0.9591,0.0,
256,52.538,ABORT,0.4366,0.4505,0.4041,-0.0004,0.0006,0.3372,0.9634,0.0,
257,52.713,ABORT,0.4269,0.4398,0.3967,-0.0004,0.0006,0.3386,0.9674,0.0,
258,52.903,ABORT,0.4293,0.4401,0.404,-0.0005,0.0006,0.3411,0.9745,0.0,
259,53.103,ABORT,0.4257,0.4432,0.385,-0.0006,0.0006,0.3421,0.9775,0.0,
260,53.306,ABORT,0.4091,0.4243,0.3737,-0.0008,0.0006,0.3426,0.9788,0.0,
261,53.499,ABORT,0.4139,0.4136,0.4146,-0.001,0.0006,0.343,0.98,0.0,
262,53.732,ABORT,0.401,0.3901,0.4265,-0.0012,0.0007,0.3434,0.9812,0.0,
263,53.926,ABORT,0.3955,0.3811,0.429,-0.0015,0.0007,0.3432,0.9804,0.0,
264,54.128,ABORT,0.3999,0.3871,0.4299,-0.0018,0.0008,0.3424,0.9782,0.0,
265,54.315,CRUISE,0.2898,0.414,0.0,-0.0028,0.0015,0.0125,0.0357,0.0,G7
266,54.493,CRUISE,0.419,0.4215,0.4131,-0.0029,0.0015,0.3352,0.9577,0.0,
267,54.681,CRUISE,0.4204,0.4235,0.4131,-0.0031,0.0015,0.2583,0.7379,0.0,
268,54.864,PROBE,0.4219,0.4256,0.4131,-0.0032,0.0015,0.3288,0.9393,0.0,G1
269,55.057,PROBE,0.3187,0.4553,0.0,-0.0035,0.0017,0.0,0.0,0.0,
270,55.258,PROBE,0.336,0.4801,0.0,-0.0036,0.0018,0.0,0.0,0.0,
271,55.444,PROBE,0.3458,0.494,0.0,-0.0035,0.0017,0.0,0.0,0.0,
272,55.619,PROBE,0.3561,0.5087,0.0,-0.0033,0.0016,0.0,0.0,0.0,
273,55.794,PROBE,0.4916,0.5199,0.4256,-0.0025,0.0018,0.3364,0.9612,0.0,
274,55.967,PROBE,0.5075,0.5304,0.454,-0.0016,0.002,0.3394,0.9697,0.0,
275,56.147,PROBE,0.5132,0.5323,0.4687,-0.0007,0.0023,0.3409,0.974,0.0,
276,56.321,PROBE,0.5247,0.5377,0.4946,0.0,0.0027,0.3419,0.977,0.0,
277,56.503,PROBE,0.5256,0.5338,0.5065,0.0007,0.003,0.3425,0.9787,0.0,
278,56.682,PROBE,0.5339,0.5433,0.5119,0.0015,0.0034,0.3429,0.9798,0.0,
279,56.858,PROBE,0.3871,0.553,0.0,0.0012,0.0035,0.0,0.0,0.0,
280,57.038,PROBE,0.3944,0.5634,0.0,0.0011,0.0035,0.0,0.0,0.0,
281,57.234,PROBE,0.401,0.5728,0.0,0.001,0.0035,0.0,0.0,0.0,
282,57.421,PROBE,0.4043,0.5776,0.0,0.0011,0.0035,0.0,0.0,0.0,
283,57.602,PROBE,0.4097,0.5853,0.0,0.0011,0.0035,0.0,0.0,0.0,
