scenario,policy,trial,hqm,S,E,B,R,unsafe_commits,decision_latency_ms,resolution,n_transitions
merge_hesitation,greedy,9,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,9,0.5946,0.1627,1.0,0.6475,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,9,0.3669,-0.4411,1.0,0.7168,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,9,0.5695,0.0016,1.0,0.8445,1.0,0,27.9,RANDOM_DELAY,1
merge_hesitation,risk_threshold,9,0.5662,-0.0065,1.0,0.8442,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,9,0.5662,-0.0065,1.0,0.8442,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,10,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,10,0.6018,0.1759,1.0,0.657,1.0,0,266.7,EARNED_COMMIT,2
merge_hesitation,fixed_delay,10,0.3928,-0.3775,1.0,0.7189,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,10,0.5691,0.001,1.0,0.8438,1.0,0,563.0,RANDOM_DELAY,1
merge_hesitation,risk_threshold,10,0.5691,0.001,1.0,0.8438,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,10,0.5691,0.001,1.0,0.8438,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,11,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,11,0.6098,0.1981,1.0,0.6528,1.0,0,266.7,EARNED_COMMIT,2
merge_hesitation,fixed_delay,11,0.3817,-0.4045,1.0,0.7175,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,11,0.231,-0.6511,1.0,0.4573,1.0,0,2664.8,RANDOM_DELAY,1
merge_hesitation,risk_threshold,11,0.5634,-0.0136,1.0,0.8441,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,11,0.5634,-0.0136,1.0,0.8441,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,12,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,12,0.6045,0.1849,1.0,0.6524,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,12,0.3668,-0.4418,1.0,0.7174,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,12,0.4365,-0.3056,1.0,0.7937,1.0,0,1857.1,RANDOM_DELAY,1
merge_hesitation,risk_threshold,12,0.5654,-0.0087,1.0,0.8442,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,12,0.5654,-0.0087,1.0,0.8442,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,13,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,13,0.6056,0.1903,1.0,0.6476,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,13,0.3729,-0.4261,1.0,0.7166,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,13,0.5724,0.0091,1.0,0.8439,1.0,0,351.2,RANDOM_DELAY,1
merge_hesitation,risk_threshold,13,0.5724,0.0091,1.0,0.8441,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,13,0.5724,0.0091,1.0,0.8441,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,14,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,14,0.6073,0.1968,1.0,0.6427,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,14,0.3676,-0.4379,1.0,0.7137,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,14,0.231,-0.6875,1.0,0.53,1.0,0,2341.5,RANDOM_DELAY,1
merge_hesitation,risk_threshold,14,0.566,-0.0071,1.0,0.844,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,14,0.566,-0.0071,1.0,0.844,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,15,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,15,0.6213,0.2281,1.0,0.6504,1.0,0,266.7,EARNED_COMMIT,2
merge_hesitation,fixed_delay,15,0.3727,-0.4282,1.0,0.7201,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,15,0.2196,-0.6733,1.0,0.4445,1.0,0,3003.3,RANDOM_DELAY,1
merge_hesitation,risk_threshold,15,0.5713,0.0061,1.0,0.8442,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,15,0.5713,0.0061,1.0,0.8442,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,16,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,16,0.6057,0.1911,1.0,0.6464,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,16,0.3728,-0.4273,1.0,0.7185,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,16,0.5642,-0.0114,1.0,0.844,1.0,0,897.4,RANDOM_DELAY,1
merge_hesitation,risk_threshold,16,0.5702,0.0034,1.0,0.8443,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,16,0.5702,0.0034,1.0,0.8443,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,17,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,17,0.6122,0.2058,1.0,0.6496,1.0,0,266.7,EARNED_COMMIT,2
merge_hesitation,fixed_delay,17,0.3829,-0.4057,1.0,0.7256,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,17,0.2465,-0.6512,1.0,0.535,1.0,0,2334.0,RANDOM_DELAY,1
merge_hesitation,risk_threshold,17,0.5688,-0.0001,1.0,0.8443,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,17,0.5688,-0.0001,1.0,0.8443,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,18,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,18,0.606,0.1881,1.0,0.6536,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,18,0.3684,-0.4374,1.0,0.7167,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,18,0.5689,0.0004,1.0,0.8439,1.0,0,627.4,RANDOM_DELAY,1
merge_hesitation,risk_threshold,18,0.5689,0.0004,1.0,0.844,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,18,0.5689,0.0004,1.0,0.844,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,19,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,19,0.6147,0.2105,1.0,0.6527,1.0,0,300.0,EARNED_COMMIT,2
merge_hesitation,fixed_delay,19,0.3807,-0.4097,1.0,0.7228,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,19,0.2266,-0.6556,1.0,0.4445,1.0,0,3923.4,RANDOM_DELAY,1
merge_hesitation,risk_threshold,19,0.5741,0.0134,1.0,0.8438,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,19,0.5741,0.0134,1.0,0.8438,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,20,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,20,0.609,0.2,1.0,0.6451,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,20,0.3775,-0.4155,1.0,0.7184,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,20,0.5718,0.0076,1.0,0.8441,1.0,0,1240.9,RANDOM_DELAY,1
merge_hesitation,risk_threshold,20,0.5718,0.0076,1.0,0.8439,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,20,0.5718,0.0076,1.0,0.8439,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,21,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,21,0.6048,0.1841,1.0,0.656,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,21,0.3859,-0.3956,1.0,0.7208,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,21,0.5734,0.0113,1.0,0.8442,1.0,0,475.2,RANDOM_DELAY,1
merge_hesitation,risk_threshold,21,0.5662,-0.0065,1.0,0.8442,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,21,0.5662,-0.0065,1.0,0.8442,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,22,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,22,0.6041,0.1827,1.0,0.655,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,22,0.3848,-0.3991,1.0,0.722,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,22,0.2615,-0.633,1.0,0.5734,1.0,0,2244.1,RANDOM_DELAY,1
merge_hesitation,risk_threshold,22,0.5636,-0.0132,1.0,0.8444,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,22,0.5636,-0.0132,1.0,0.8444,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,23,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,23,0.6225,0.2337,1.0,0.6454,1.0,0,266.7,EARNED_COMMIT,2
merge_hesitation,fixed_delay,23,0.3652,-0.4479,1.0,0.722,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,23,0.2149,-0.6851,1.0,0.4445,1.0,0,3885.8,RANDOM_DELAY,1
merge_hesitation,risk_threshold,23,0.5692,0.0009,1.0,0.844,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,23,0.5692,0.0009,1.0,0.844,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,24,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,24,0.5966,0.1642,1.0,0.6546,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,24,0.3713,-0.4331,1.0,0.7227,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,24,0.5706,0.0046,1.0,0.844,1.0,0,848.5,RANDOM_DELAY,1
merge_hesitation,risk_threshold,24,0.5708,0.005,1.0,0.8441,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,24,0.5708,0.005,1.0,0.8441,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,25,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,25,0.5934,0.1548,1.0,0.6574,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,25,0.3886,-0.3896,1.0,0.722,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,25,0.5741,0.0132,1.0,0.8439,1.0,0,1064.5,RANDOM_DELAY,1
merge_hesitation,risk_threshold,25,0.5648,-0.0101,1.0,0.8442,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,25,0.5648,-0.0101,1.0,0.8442,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,26,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,26,0.5813,0.1274,1.0,0.6518,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,26,0.3801,-0.4082,1.0,0.7169,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,26,0.5736,0.0119,1.0,0.8441,1.0,0,463.6,RANDOM_DELAY,1
merge_hesitation,risk_threshold,26,0.5668,-0.0049,1.0,0.844,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,26,0.5668,-0.0049,1.0,0.844,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,27,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,27,0.5923,0.154,1.0,0.6536,1.0,0,166.7,EARNED_COMMIT,2
merge_hesitation,fixed_delay,27,0.3732,-0.4277,1.0,0.7213,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,27,0.2189,-0.675,1.0,0.4445,1.0,0,3972.9,RANDOM_DELAY,1
merge_hesitation,risk_threshold,27,0.5691,0.0006,1.0,0.8444,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,27,0.5691,0.0006,1.0,0.8444,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,28,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,28,0.6095,0.1992,1.0,0.6491,1.0,0,266.7,EARNED_COMMIT,2
merge_hesitation,fixed_delay,28,0.3829,-0.4046,1.0,0.7239,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,28,0.238,-0.6763,1.0,0.5428,1.0,0,2308.8,RANDOM_DELAY,1
merge_hesitation,risk_threshold,28,0.5718,0.0074,1.0,0.8443,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,28,0.5718,0.0074,1.0,0.8443,1.0,0,0.0,TTC_COMMIT,1
merge_hesitation,greedy,29,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
merge_hesitation,hesitation,29,0.6297,0.2464,1.0,0.6556,1.0,0,233.3,EARNED_COMMIT,2
merge_hesitation,fixed_delay,29,0.3839,-0.3995,1.0,0.7186,1.0,0,2000.0,FIXED_DELAY,1
merge_hesitation,random_delay,29,0.559,-0.0243,1.0,0.8437,1.0,0,1514.1,RANDOM_DELAY,1
merge_hesitation,risk_threshold,29,0.5662,-0.0061,1.0,0.8433,1.0,0,0.0,RISK_THRESHOLD,1
merge_hesitation,ttc_only,29,0.5662,-0.0061,1.0,0.8433,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,0,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,0,0.6651,0.3555,1.0,0.6143,1.0,0,833.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,0,0.5493,-0.0323,1.0,0.811,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,0,0.5286,-0.0829,1.0,0.8089,1.0,0,1684.1,RANDOM_DELAY,1
occluded_intersection,risk_threshold,0,0.6299,0.165,1.0,0.8194,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,0,0.7286,0.4216,1.0,0.7997,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,1,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,1,0.6877,0.4169,1.0,0.6048,1.0,0,800.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,1,0.5473,-0.0364,1.0,0.8095,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,1,0.546,-0.0394,1.0,0.809,1.0,0,1944.3,RANDOM_DELAY,1
occluded_intersection,risk_threshold,1,0.607,0.109,1.0,0.8171,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,1,0.7069,0.3656,1.0,0.8032,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,2,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,2,0.6752,0.387,1.0,0.6021,1.0,0,800.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,2,0.5433,-0.0475,1.0,0.8113,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,2,0.5805,0.0442,1.0,0.814,1.0,0,2489.0,RANDOM_DELAY,1
occluded_intersection,risk_threshold,2,0.6197,0.1389,1.0,0.8207,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,2,0.7229,0.4032,1.0,0.8081,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,3,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,3,0.6608,0.3551,1.0,0.5939,1.0,0,700.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,3,0.5524,-0.0238,1.0,0.8096,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,3,0.5721,0.0231,1.0,0.8146,1.0,0,2666.0,RANDOM_DELAY,1
occluded_intersection,risk_threshold,3,0.6226,0.1464,1.0,0.8201,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,3,0.7232,0.4062,1.0,0.8038,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,4,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,4,0.6401,0.2996,1.0,0.6011,1.0,0,766.7,EARNED_COMMIT,2
occluded_intersection,fixed_delay,4,0.5316,-0.0752,1.0,0.8084,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,4,0.5604,-0.0075,1.0,0.8169,1.0,0,3489.0,RANDOM_DELAY,1
occluded_intersection,risk_threshold,4,0.6141,0.1258,1.0,0.8191,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,4,0.7214,0.4,1.0,0.8068,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,5,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,5,0.6409,0.2992,1.0,0.6061,1.0,0,666.7,EARNED_COMMIT,2
occluded_intersection,fixed_delay,5,0.5519,-0.024,1.0,0.8075,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,5,0.562,0.0005,1.0,0.8091,1.0,0,2127.2,RANDOM_DELAY,1
occluded_intersection,risk_threshold,5,0.6193,0.1405,1.0,0.8158,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,5,0.7071,0.365,1.0,0.8054,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,6,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,6,0.6557,0.342,1.0,0.5946,1.0,0,733.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,6,0.5636,0.004,1.0,0.8099,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,6,0.5812,0.0449,1.0,0.8162,1.0,0,2952.0,RANDOM_DELAY,1
occluded_intersection,risk_threshold,6,0.6241,0.1506,1.0,0.8194,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,6,0.7218,0.4031,1.0,0.803,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,7,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,7,0.6398,0.303,1.0,0.5929,1.0,0,700.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,7,0.5474,-0.0357,1.0,0.8083,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,7,0.5629,-0.0144,1.0,0.8432,1.0,0,798.9,RANDOM_DELAY,1
occluded_intersection,risk_threshold,7,0.6209,0.1423,1.0,0.82,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,7,0.707,0.3631,1.0,0.8088,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,8,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,8,0.6534,0.3289,1.0,0.6094,1.0,0,733.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,8,0.5467,-0.0394,1.0,0.8125,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,8,0.5681,0.0119,1.0,0.8167,1.0,0,2950.1,RANDOM_DELAY,1
occluded_intersection,risk_threshold,8,0.6116,0.1187,1.0,0.8207,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,8,0.7039,0.3551,1.0,0.8092,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,9,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,9,0.6656,0.3695,1.0,0.589,1.0,0,733.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,9,0.5431,-0.046,1.0,0.8075,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,9,0.56,-0.0215,1.0,0.8429,1.0,0,828.9,RANDOM_DELAY,1
occluded_intersection,risk_threshold,9,0.6132,0.1248,1.0,0.8166,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,9,0.7057,0.3618,1.0,0.8048,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,10,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,10,0.6631,0.3497,1.0,0.6158,1.0,0,700.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,10,0.5433,-0.0468,1.0,0.81,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,10,0.5465,-0.0402,1.0,0.8127,1.0,0,2330.1,RANDOM_DELAY,1
occluded_intersection,risk_threshold,10,0.6053,0.1043,1.0,0.818,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,10,0.7022,0.3521,1.0,0.8066,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,11,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,11,0.6601,0.351,1.0,0.5984,1.0,0,833.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,11,0.5458,-0.038,1.0,0.8051,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,11,0.5727,0.0238,1.0,0.8158,1.0,0,3514.7,RANDOM_DELAY,1
occluded_intersection,risk_threshold,11,0.6264,0.1574,1.0,0.8172,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,11,0.7192,0.3952,1.0,0.8055,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,12,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,12,0.6501,0.3321,1.0,0.5863,1.0,0,700.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,12,0.547,-0.0372,1.0,0.8095,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,12,0.5657,-0.0073,1.0,0.8431,1.0,0,781.1,RANDOM_DELAY,1
occluded_intersection,risk_threshold,12,0.6118,0.1211,1.0,0.8168,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,12,0.7102,0.3722,1.0,0.8067,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,13,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,13,0.6597,0.3536,1.0,0.5913,1.0,0,766.7,EARNED_COMMIT,2
occluded_intersection,fixed_delay,13,0.553,-0.0227,1.0,0.8105,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,13,0.5299,-0.0809,1.0,0.8114,1.0,0,1579.9,RANDOM_DELAY,1
occluded_intersection,risk_threshold,13,0.6035,0.0991,1.0,0.8191,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,13,0.7067,0.3628,1.0,0.808,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,14,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,14,0.6676,0.371,1.0,0.5957,1.0,0,733.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,14,0.5517,-0.0237,1.0,0.8058,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,14,0.5659,0.0082,1.0,0.8133,1.0,0,3086.7,RANDOM_DELAY,1
occluded_intersection,risk_threshold,14,0.6112,0.1197,1.0,0.8168,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,14,0.7137,0.3817,1.0,0.805,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,15,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,15,0.655,0.3463,1.0,0.5824,1.0,0,700.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,15,0.5535,-0.0196,1.0,0.8065,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,15,0.5602,-0.0066,1.0,0.814,1.0,0,3329.3,RANDOM_DELAY,1
occluded_intersection,risk_threshold,15,0.6115,0.1207,1.0,0.8162,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,15,0.7085,0.3694,1.0,0.8039,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,16,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,16,0.6467,0.3211,1.0,0.5912,1.0,0,700.0,EARNED_COMMIT,2
occluded_intersection,fixed_delay,16,0.551,-0.0272,1.0,0.8093,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,16,0.5721,0.0233,1.0,0.8138,1.0,0,2798.6,RANDOM_DELAY,1
occluded_intersection,risk_threshold,16,0.6138,0.1249,1.0,0.8194,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,16,0.7082,0.3664,1.0,0.8084,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,17,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,17,0.6567,0.3367,1.0,0.6099,1.0,0,766.7,EARNED_COMMIT,2
occluded_intersection,fixed_delay,17,0.5484,-0.0347,1.0,0.8114,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,17,0.5734,0.0261,1.0,0.8146,1.0,0,2571.3,RANDOM_DELAY,1
occluded_intersection,risk_threshold,17,0.6164,0.1312,1.0,0.8197,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,17,0.7029,0.3528,1.0,0.8087,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,18,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,18,0.6569,0.3512,1.0,0.5823,1.0,0,733.3,EARNED_COMMIT,2
occluded_intersection,fixed_delay,18,0.5587,-0.0089,1.0,0.8113,1.0,0,2000.0,FIXED_DELAY,1
occluded_intersection,random_delay,18,0.5686,0.0008,1.0,0.8414,1.0,0,300.5,RANDOM_DELAY,1
occluded_intersection,risk_threshold,18,0.6185,0.1377,1.0,0.8173,1.0,0,0.0,RISK_THRESHOLD,1
occluded_intersection,ttc_only,18,0.7079,0.3669,1.0,0.8057,1.0,0,0.0,TTC_COMMIT,1
occluded_intersection,greedy,19,0.6,0.0,1.0,1.0,1.0,0,0.0,GREEDY_COMMIT,0
occluded_intersection,hesitation,19,0.6756,0.3859,1.0,0.606,1.0,0,766.7,EARNED_COMMIT,2
