config_idx,mean_hqm,beats_greedy,tau_low,tau_high,rho_commit,sigma_stable
478,0.684,True,0.374917,0.582894,0.453984,0.064156
479,0.6829,True,0.328797,0.555738,0.38771,0.03757
480,0.6879,True,0.447559,0.445007,0.626372,0.065855
481,0.6803,True,0.4434,0.82696,0.518917,0.031894
482,0.6874,True,0.419606,0.479672,0.618187,0.06503
483,0.6895,True,0.310646,0.44726,0.752791,0.046749
484,0.6877,True,0.349888,0.440496,0.498016,0.056441
485,0.6865,True,0.41412,0.492401,0.402146,0.050043
486,0.6625,True,0.266082,0.570695,0.754658,0.040595
487,0.6815,True,0.375884,0.810894,0.741103,0.040581
488,0.677,True,0.327553,0.681728,0.697749,0.068382
489,0.6626,True,0.231451,0.794854,0.658039,0.048313
490,0.6812,True,0.423808,0.669324,0.363114,0.054558
491,0.6788,True,0.367901,0.887954,0.648138,0.049884
492,0.6861,True,0.479349,0.635699,0.610365,0.059335
493,0.6889,True,0.340162,0.405023,0.527703,0.043972
494,0.6803,True,0.410478,0.819984,0.447309,0.0598
495,0.6854,True,0.213822,0.52664,0.588766,0.05477
496,0.6729,True,0.424082,0.810274,0.608215,0.031955
497,0.6876,True,0.476986,0.47064,0.500444,0.053136
498,0.6896,True,0.261571,0.40541,0.525547,0.042848
499,0.6778,True,0.33189,0.854685,0.672372,0.05435
500,0.6746,True,0.261298,0.886826,0.339818,0.051495
501,0.6876,True,0.277012,0.587962,0.718111,0.056236
502,0.6829,True,0.32481,0.626902,0.701002,0.037964
503,0.6876,True,0.384832,0.440684,0.531578,0.049816
504,0.686,True,0.344671,0.602015,0.708349,0.060106
505,0.6751,True,0.273128,0.699381,0.698352,0.050423
506,0.686,True,0.446814,0.560507,0.399641,0.054326
507,0.691,True,0.231904,0.397285,0.517234,0.036537
508,0.6723,True,0.256735,0.778204,0.564306,0.039336
509,0.6863,True,0.413888,0.636224,0.424248,0.052566
510,0.6886,True,0.283895,0.434862,0.468162,0.066987
511,0.6748,True,0.442412,0.728187,0.733899,0.043473
512,0.6756,True,0.279165,0.692002,0.529891,0.051045
513,0.6731,True,0.458937,0.857777,0.364931,0.065837
514,0.6694,True,0.26123,0.79516,0.649684,0.047563
515,0.6903,True,0.424112,0.429488,0.477047,0.039094
516,0.6747,True,0.463,0.83495,0.534199,0.068157
517,0.684,True,0.376799,0.545071,0.468381,0.048509
518,0.6866,True,0.278206,0.505988,0.331235,0.065027
519,0.6787,True,0.274304,0.699933,0.665146,0.046881
520,0.6837,True,0.398563,0.626567,0.73505,0.035241
521,0.6894,True,0.435219,0.433993,0.688984,0.03318
522,0.678,True,0.227966,0.678088,0.552487,0.068555
523,0.6767,True,0.308856,0.788634,0.558804,0.055375
524,0.6718,True,0.235998,0.683293,0.595583,0.063977
525,0.6865,True,0.435621,0.602642,0.62994,0.053792
526,0.6889,True,0.276529,0.404874,0.592806,0.054892
527,0.6671,True,0.458853,0.869234,0.631288,0.041231
528,0.6782,True,0.393242,0.891491,0.667665,0.061676
529,0.6653,True,0.252852,0.420906,0.36309,0.066865
530,0.6856,True,0.441906,0.535246,0.536542,0.045103
531,0.677,True,0.369467,0.715284,0.40847,0.034095
532,0.6641,True,0.366783,0.727675,0.627018,0.066321
533,0.6871,True,0.315335,0.512603,0.37459,0.06246
534,0.6669,True,0.223564,0.76658,0.408881,0.058556
535,0.6833,True,0.43023,0.636156,0.604131,0.037832
536,0.678,True,0.364721,0.898664,0.384231,0.069974
537,0.6733,True,0.257811,0.773695,0.527612,0.048146
538,0.6702,True,0.254978,0.753321,0.384545,0.035665
539,0.6855,True,0.442043,0.643992,0.637608,0.047375
540,0.6851,True,0.486356,0.530454,0.760206,0.031194
541,0.6833,True,0.246725,0.645242,0.646501,0.054247
542,0.6811,True,0.314473,0.776438,0.678046,0.05037
543,0.6753,True,0.265975,0.782346,0.703665,0.064575
544,0.6827,True,0.471923,0.552795,0.398375,0.043608
545,0.6693,True,0.319053,0.704614,0.685899,0.066279
546,0.6838,True,0.386082,0.638022,0.599714,0.057458
547,0.6754,True,0.215938,0.668407,0.618678,0.063793
548,0.678,True,0.446204,0.714695,0.63265,0.042633
549,0.6878,True,0.431545,0.49105,0.413676,0.036141
550,0.6843,True,0.346456,0.560404,0.567174,0.045149
551,0.6799,True,0.31057,0.798416,0.336634,0.048169
552,0.6811,True,0.395303,0.602764,0.454874,0.064509
553,0.6699,True,0.470409,0.827517,0.377748,0.034668
554,0.6861,True,0.440856,0.607609,0.497124,0.059786
555,0.6783,True,0.217063,0.661988,0.583384,0.064349
556,0.6877,True,0.219337,0.492717,0.735938,0.062497
557,0.6658,True,0.213983,0.762802,0.529914,0.045885
558,0.6626,True,0.316748,0.747554,0.547238,0.059617
559,0.6863,True,0.270769,0.494885,0.507704,0.065441
560,0.676,True,0.422907,0.894101,0.630618,0.063957
561,0.6558,True,0.232785,0.710317,0.584636,0.065726
562,0.685,True,0.394279,0.515554,0.507764,0.043012
563,0.6876,True,0.410893,0.477174,0.675886,0.038556
564,0.6857,True,0.419384,0.490228,0.739099,0.064365
565,0.6841,True,0.274502,0.572452,0.61939,0.04105
566,0.6836,True,0.341536,0.60086,0.479785,0.066498
567,0.6813,True,0.316094,0.676115,0.399831,0.050382
568,0.6851,True,0.372033,0.688825,0.38836,0.039453
569,0.6839,True,0.455234,0.657656,0.598951,0.037483
570,0.6704,True,0.2751,0.747568,0.48974,0.065668
571,0.6836,True,0.224184,0.650577,0.643197,0.050062
572,0.676,True,0.24676,0.683232,0.763893,0.034804
573,0.6808,True,0.30836,0.879953,0.47212,0.056093
574,0.6826,True,0.29415,0.659201,0.397806,0.052971
575,0.6791,True,0.373669,0.76599,0.76162,0.039473
576,0.6834,True,0.325313,0.763476,0.55363,0.033301
577,0.6828,True,0.445565,0.633644,0.369275,0.055526
578,0.6762,True,0.25837,0.817512,0.387845,0.069875
579,0.6732,True,0.349065,0.888252,0.667262,0.063455
580,0.6848,True,0.325169,0.599477,0.349306,0.069731
581,0.6826,True,0.35493,0.772326,0.551872,0.065085
582,0.6648,True,0.402052,0.734581,0.592889,0.060403
583,0.6704,True,0.408913,0.754399,0.450845,0.051507
584,0.6877,True,0.275014,0.448403,0.43829,0.038161
585,0.6856,True,0.273284,0.586411,0.713586,0.066461
586,0.6833,True,0.296581,0.554314,0.756269,0.050935
587,0.6867,True,0.292,0.505784,0.673903,0.062911
588,0.6496,True,0.224915,0.730318,0.339695,0.030617
589,0.6655,True,0.473958,0.735226,0.726926,0.036968
590,0.6739,True,0.326457,0.719353,0.473272,0.036921
591,0.6842,True,0.358121,0.749158,0.704498,0.047338
592,0.6849,True,0.409552,0.790429,0.727865,0.040069
593,0.6814,True,0.481277,0.786597,0.34003,0.054994
594,0.6644,True,0.40845,0.573387,0.596498,0.047467
595,0.6726,True,0.428611,0.780233,0.420609,0.049578
596,0.6711,True,0.240463,0.709219,0.355992,0.041831
597,0.6748,True,0.348511,0.801175,0.70696,0.067142
598,0.6909,True,0.461998,0.393598,0.553332,0.044659
599,0.6832,True,0.407546,0.551804,0.360002,0.06271
600,0.6849,True,0.424147,0.527404,0.539745,0.040934
601,0.6875,True,0.366186,0.465925,0.368901,0.034134
602,0.6852,True,0.299341,0.54809,0.6235,0.068035
603,0.6778,True,0.437738,0.809968,0.646619,0.04456
604,0.6802,True,0.458306,0.903236,0.533804,0.054772
605,0.6844,True,0.260345,0.561913,0.625783,0.049252
606,0.6744,True,0.460235,0.880573,0.464568,0.054752
607,0.6673,True,0.218861,0.802,0.330625,0.048187
608,0.6824,True,0.419274,0.656416,0.505636,0.039288
609,0.6865,True,0.402365,0.503945,0.645126,0.064746
610,0.6727,True,0.251564,0.769389,0.489956,0.062042
611,0.6815,True,0.285451,0.606604,0.40979,0.06282
612,0.6894,True,0.452262,0.424723,0.699654,0.051029
613,0.6661,True,0.314384,0.733657,0.725394,0.033643
614,0.6792,True,0.432808,0.817742,0.383756,0.048558
615,0.6787,True,0.271603,0.815256,0.570929,0.056124
616,0.6838,True,0.387969,0.629613,0.523295,0.055508
617,0.6841,True,0.399064,0.535384,0.484637,0.049572
618,0.684,True,0.289422,0.542525,0.73324,0.056187
619,0.6718,True,0.338413,0.794992,0.516487,0.056753
620,0.6716,True,0.333168,0.862615,0.435945,0.058844
621,0.6653,True,0.423865,0.63921,0.551099,0.045064
622,0.6757,True,0.483501,0.855459,0.530617,0.038904
623,0.6415,True,0.221386,0.829467,0.674321,0.036548
624,0.6838,True,0.226382,0.548708,0.372387,0.041832
625,0.6782,True,0.358675,0.843147,0.662114,0.043099
626,0.6644,True,0.22046,0.804428,0.441953,0.06644
627,0.6818,True,0.323894,0.66216,0.545344,0.032156
628,0.6829,True,0.296602,0.691034,0.571242,0.044461
629,0.6893,True,0.263365,0.434671,0.58539,0.057848
630,0.6823,True,0.379082,0.768537,0.485155,0.063425
631,0.6855,True,0.291334,0.609068,0.532692,0.065733
632,0.6718,True,0.370473,0.736062,0.685472,0.037755
633,0.672,True,0.418009,0.873378,0.691281,0.065119
634,0.666,True,0.236961,0.83673,0.503683,0.055781
635,0.6866,True,0.313583,0.532576,0.585639,0.031931
636,0.6913,True,0.21972,0.405334,0.398936,0.031576
637,0.6864,True,0.237588,0.528303,0.7148,0.0354
638,0.6671,True,0.291449,0.737454,0.42246,0.051655
639,0.6781,True,0.415073,0.663651,0.655108,0.062385
640,0.6869,True,0.370176,0.432876,0.537731,0.059204
641,0.6778,True,0.484478,0.804786,0.604425,0.043919
642,0.6746,True,0.465216,0.89095,0.610338,0.058702
643,0.69,True,0.247292,0.417218,0.705495,0.033344
644,0.6721,True,0.432525,0.705951,0.699514,0.055444
645,0.6776,True,0.363343,0.700886,0.623909,0.035796
646,0.6822,True,0.348193,0.651542,0.466552,0.060374
647,0.6692,True,0.28691,0.704619,0.50536,0.067663
648,0.6619,True,0.222098,0.791316,0.602904,0.056031
649,0.6795,True,0.297569,0.686863,0.508004,0.037206
650,0.668,True,0.307511,0.792773,0.69874,0.031036
651,0.6761,True,0.288342,0.77694,0.360776,0.043076
652,0.6737,True,0.211774,0.673395,0.673266,0.066935
653,0.6883,True,0.478552,0.46082,0.731936,0.053294
654,0.674,True,0.354882,0.90962,0.51661,0.0612
655,0.6834,True,0.352951,0.598463,0.421875,0.03423
656,0.6686,True,0.240235,0.776401,0.50177,0.061788
657,0.6742,True,0.328684,0.880197,0.549233,0.032114
658,0.6876,True,0.27823,0.445862,0.331274,0.042706
659,0.6857,True,0.344488,0.625323,0.670918,0.057758
660,0.6866,True,0.449173,0.506573,0.423361,0.068256
661,0.6865,True,0.272545,0.489761,0.455734,0.053873
662,0.6827,True,0.425186,0.62645,0.541681,0.068427
663,0.6678,True,0.221584,0.866365,0.340763,0.048653
664,0.6907,True,0.376808,0.406305,0.71984,0.031654
665,0.6619,True,0.230865,0.709293,0.565024,0.032401
666,0.6523,True,0.220198,0.725,0.725391,0.068875
667,0.6651,True,0.275126,0.709205,0.461658,0.060492
668,0.6513,True,0.223277,0.730867,0.611707,0.068875
669,0.68,True,0.419566,0.779883,0.393488,0.039067
670,0.6862,True,0.230803,0.599679,0.332718,0.051147
671,0.6689,True,0.323557,0.701229,0.385027,0.063866
672,0.6848,True,0.294502,0.550639,0.330842,0.056422
673,0.6898,True,0.408712,0.415943,0.594859,0.062326
674,0.6862,True,0.278513,0.478858,0.388408,0.066829
675,0.6649,True,0.3923,0.871591,0.389469,0.050841
676,0.6748,True,0.29704,0.81489,0.401272,0.048066
677,0.6847,True,0.305684,0.585936,0.576672,0.068902
678,0.6758,True,0.441033,0.816806,0.495091,0.040906
679,0.6704,True,0.309208,0.828582,0.333648,0.044799
680,0.6495,True,0.223433,0.712536,0.675945,0.068
681,0.6836,True,0.352487,0.614662,0.639715,0.043986
682,0.6792,True,0.484224,0.861969,0.525031,0.055593
683,0.6806,True,0.38691,0.67911,0.697182,0.033513
684,0.6845,True,0.391275,0.606294,0.375615,0.050004
685,0.6876,True,0.376948,0.452684,0.583284,0.04799
686,0.6847,True,0.411992,0.571267,0.36441,0.062358
687,0.6768,True,0.33214,0.739041,0.356985,0.059578
688,0.6833,True,0.465849,0.582399,0.669955,0.039963
689,0.6848,True,0.267978,0.530988,0.430648,0.034152
690,0.6637,True,0.249498,0.81564,0.592169,0.031372
691,0.6879,True,0.251821,0.480862,0.661637,0.048088
692,0.685,True,0.378848,0.560931,0.393811,0.069968
693,0.6851,True,0.288394,0.536659,0.366578,0.050196
694,0.6586,True,0.47144,0.7437,0.409609,0.064889
695,0.6839,True,0.373245,0.582187,0.493327,0.066884
696,0.6738,True,0.371997,0.748486,0.680527,0.041643
697,0.6839,True,0.367078,0.534523,0.484244,0.052728
698,0.6682,True,0.395965,0.821502,0.630861,0.060835
699,0.6883,True,0.311098,0.456708,0.330337,0.043544
700,0.6829,True,0.399851,0.621346,0.348522,0.037985
701,0.6793,True,0.377301,0.731225,0.347664,0.038249
702,0.6884,True,0.33227,0.46673,0.425561,0.043737
703,0.6806,True,0.390262,0.887405,0.760705,0.065314
704,0.6865,True,0.477494,0.566554,0.351531,0.069097
705,0.6769,True,0.318689,0.838612,0.626072,0.066123
706,0.6862,True,0.255391,0.586511,0.706341,0.057763
707,0.6878,True,0.228241,0.437479,0.628518,0.056637
708,0.6874,True,0.218384,0.442693,0.335011,0.042232
709,0.6671,True,0.385972,0.712429,0.45544,0.056072
710,0.6873,True,0.305944,0.476123,0.597413,0.038529
711,0.6864,True,0.258437,0.52884,0.669335,0.031068
712,0.6843,True,0.394326,0.555719,0.483396,0.043407
713,0.6861,True,0.267407,0.587747,0.367974,0.053133
714,0.6748,True,0.305111,0.90736,0.437166,0.038884
715,0.6892,True,0.358288,0.40375,0.733313,0.039349
716,0.6887,True,0.225396,0.438986,0.50724,0.060061
717,0.6902,True,0.443633,0.417443,0.758769,0.042667
718,0.6764,True,0.22138,0.69233,0.586603,0.045311
719,0.6771,True,0.277433,0.853741,0.413747,0.064679
720,0.6836,True,0.461135,0.567832,0.682953,0.052081
721,0.6738,True,0.331202,0.724204,0.644033,0.040018
722,0.6845,True,0.330519,0.65912,0.487454,0.045395
723,0.6915,True,0.405987,0.39528,0.597875,0.054433
724,0.6623,True,0.242519,0.719034,0.566873,0.035617
725,0.6599,True,0.474324,0.794522,0.554988,0.055668
726,0.6837,True,0.485696,0.539464,0.431406,0.038405
727,0.659,True,0.417364,0.774832,0.76932,0.042513
728,0.6732,True,0.460555,0.756904,0.533022,0.067089
729,0.6751,True,0.332123,0.809881,0.70916,0.032973
730,0.6756,True,0.310997,0.746136,0.530263,0.042081
731,0.6864,True,0.222618,0.478596,0.420503,0.054108
732,0.6842,True,0.235168,0.63539,0.651031,0.044167
733,0.686,True,0.442606,0.490016,0.45994,0.054218
734,0.6734,True,0.392416,0.732376,0.726846,0.065646
735,0.6777,True,0.277687,0.765462,0.473865,0.04771
736,0.6859,True,0.298349,0.568255,0.492794,0.056676
737,0.687,True,0.479732,0.450422,0.56248,0.045106
738,0.6888,True,0.439709,0.448536,0.731964,0.051582
739,0.6859,True,0.223351,0.505365,0.498644,0.047823
740,0.6725,True,0.262318,0.700695,0.420029,0.031541
741,0.6889,True,0.264841,0.426058,0.562611,0.068172
742,0.6722,True,0.425745,0.878315,0.330749,0.032152
743,0.6838,True,0.263592,0.559676,0.466419,0.05995
744,0.6859,True,0.325631,0.544771,0.720172,0.058313
745,0.678,True,0.264857,0.806734,0.416368,0.060143
746,0.6785,True,0.225287,0.666961,0.359696,0.034129
747,0.6883,True,0.485357,0.441355,0.712021,0.059249
748,0.6853,True,0.461898,0.759855,0.505549,0.056192
749,0.6883,True,0.360494,0.458336,0.347209,0.039722
750,0.6767,True,0.343891,0.906371,0.731546,0.041284
751,0.685,True,0.305545,0.518213,0.631257,0.035548
752,0.6834,True,0.256258,0.659986,0.642013,0.038457
753,0.6836,True,0.334721,0.552292,0.695036,0.031997
754,0.6759,True,0.309259,0.806296,0.423701,0.052737
755,0.6822,True,0.480697,0.713095,0.349286,0.036162
756,0.6848,True,0.451856,0.549692,0.384632,0.059626
757,0.6617,True,0.391601,0.753713,0.710001,0.048548
758,0.6807,True,0.210003,0.641624,0.417892,0.037359
759,0.6907,True,0.315485,0.390571,0.418985,0.063901
760,0.6837,True,0.378466,0.557081,0.51009,0.045652
761,0.6667,True,0.478461,0.833299,0.58033,0.05198
762,0.6816,True,0.327289,0.639037,0.529967,0.068522
763,0.6779,True,0.443328,0.790806,0.650188,0.067342
764,0.682,True,0.368554,0.691344,0.457113,0.045151
765,0.6803,True,0.402799,0.660656,0.344835,0.030746
766,0.6821,True,0.34192,0.874877,0.335544,0.049721
767,0.6616,True,0.336008,0.634694,0.44562,0.032065
768,0.6733,True,0.271514,0.784727,0.714174,0.056409
769,0.6847,True,0.445401,0.539409,0.711825,0.034238
770,0.6868,True,0.263196,0.482141,0.368561,0.053161
771,0.6727,True,0.25292,0.700685,0.68622,0.044626
772,0.666,True,0.245701,0.807552,0.338475,0.067824
773,0.6865,True,0.214954,0.508028,0.343209,0.049418
774,0.68,True,0.404102,0.890745,0.381255,0.034121
775,0.6752,True,0.300447,0.834535,0.38871,0.061053
776,0.6851,True,0.234781,0.522998,0.342082,0.069002
777,0.6602,True,0.410398,0.734276,0.767122,0.057344
778,0.6644,True,0.24384,0.864343,0.629202,0.032723
779,0.6742,True,0.422878,0.793549,0.4613,0.030517
780,0.6731,True,0.461549,0.854166,0.562871,0.049263
781,0.6847,True,0.436204,0.828751,0.333849,0.067004
782,0.6584,True,0.333618,0.755721,0.604984,0.065176
783,0.688,True,0.459764,0.468313,0.58204,0.049177
784,0.6741,True,0.276386,0.795441,0.36074,0.040882
785,0.6886,True,0.253403,0.476339,0.697601,0.059957
786,0.676,True,0.302878,0.831643,0.459969,0.041961
787,0.6828,True,0.2146,0.630729,0.406991,0.037426
788,0.6883,True,0.242756,0.445288,0.440167,0.066147
789,0.6851,True,0.380368,0.607359,0.331156,0.066711
790,0.6691,True,0.379289,0.817825,0.680835,0.036186
791,0.6883,True,0.440765,0.466413,0.495833,0.033791
792,0.6773,True,0.442679,0.905107,0.45935,0.060967
793,0.6773,True,0.315598,0.851543,0.73196,0.052873
794,0.6618,True,0.287006,0.647591,0.428969,0.048633
795,0.6783,True,0.349922,0.796859,0.608796,0.043577
796,0.6633,True,0.354397,0.880133,0.520384,0.030734
797,0.6827,True,0.481176,0.598176,0.489962,0.031201
798,0.6667,True,0.299096,0.713073,0.649247,0.067213
799,0.6775,True,0.292045,0.805717,0.653214,0.033389
800,0.682,True,0.245838,0.603656,0.72676,0.03996
801,0.6621,True,0.469714,0.87044,0.758932,0.032588
802,0.6857,True,0.232973,0.646042,0.558555,0.046294
803,0.6837,True,0.283071,0.667212,0.37527,0.051492
804,0.6717,True,0.268024,0.877538,0.686792,0.058109
805,0.6782,True,0.270269,0.667147,0.472665,0.067968
806,0.6675,True,0.449368,0.797762,0.580175,0.051674
807,0.681,True,0.32912,0.791847,0.546351,0.052611
808,0.6856,True,0.315063,0.611849,0.608522,0.050851
809,0.6809,True,0.381711,0.667531,0.710132,0.032807
810,0.6813,True,0.485297,0.815603,0.49209,0.058875
811,0.6858,True,0.429268,0.474978,0.437996,0.053474
812,0.6716,True,0.408416,0.769367,0.649603,0.066713
813,0.6798,True,0.318682,0.683569,0.660184,0.036343
814,0.6635,True,0.241487,0.810962,0.466804,0.063919
815,0.6771,True,0.357377,0.682771,0.582837,0.063543
816,0.686,True,0.349304,0.513049,0.386585,0.035787
817,0.6618,True,0.360268,0.73163,0.520007,0.049747
818,0.6677,True,0.232929,0.788662,0.460123,0.068622
819,0.6879,True,0.36019,0.425891,0.53458,0.057209
820,0.6881,True,0.279276,0.454757,0.345607,0.039186
821,0.6807,True,0.322403,0.670182,0.474502,0.034877
822,0.6506,True,0.310582,0.696776,0.42612,0.061802
823,0.6816,True,0.392364,0.891632,0.550694,0.04287
824,0.6736,True,0.298201,0.902824,0.698571,0.04132
825,0.6688,True,0.283819,0.85653,0.716378,0.036558
826,0.6711,True,0.25081,0.875639,0.365202,0.047086
827,0.689,True,0.221547,0.448119,0.517485,0.063285
828,0.683,True,0.277112,0.619723,0.765073,0.042933
829,0.6763,True,0.312062,0.848829,0.652353,0.062009
830,0.6846,True,0.305985,0.618316,0.446242,0.040419
831,0.666,True,0.276303,0.71985,0.709366,0.060212
832,0.6834,True,0.256456,0.565214,0.416499,0.050495
833,0.6643,True,0.40807,0.497159,0.338003,0.042589
834,0.6877,True,0.365591,0.459709,0.421525,0.047069
835,0.6836,True,0.276655,0.587211,0.341111,0.039146
836,0.6852,True,0.366241,0.514977,0.729354,0.05758
837,0.6788,True,0.288997,0.685616,0.335036,0.035978
838,0.6886,True,0.319748,0.453352,0.387714,0.051969
839,0.6757,True,0.267077,0.815005,0.50865,0.049661
840,0.6873,True,0.240339,0.517267,0.752739,0.064691
841,0.6812,True,0.380388,0.895784,0.467957,0.031838
842,0.6849,True,0.464239,0.756388,0.605602,0.049206
843,0.6789,True,0.320884,0.885621,0.469574,0.042913
844,0.6754,True,0.312533,0.724472,0.381168,0.037189
845,0.6863,True,0.473164,0.537125,0.639311,0.066933
846,0.679,True,0.429564,0.695347,0.364052,0.033955
847,0.6704,True,0.451027,0.770286,0.444348,0.052458
848,0.6863,True,0.394329,0.598604,0.618201,0.051699
849,0.6806,True,0.417174,0.857072,0.598661,0.045124
850,0.6666,True,0.342216,0.638897,0.455778,0.052726
851,0.6889,True,0.222327,0.403092,0.529546,0.068913
852,0.6782,True,0.48755,0.700831,0.611976,0.033476
853,0.6519,True,0.353202,0.894036,0.395294,0.067636
854,0.6837,True,0.410155,0.590648,0.414358,0.042009
855,0.6842,True,0.415299,0.622376,0.720553,0.054538
856,0.6844,True,0.278082,0.578524,0.631945,0.062724
857,0.682,True,0.293079,0.817997,0.465561,0.059265
858,0.6873,True,0.483042,0.473913,0.562311,0.043236
859,0.6799,True,0.31693,0.689959,0.336178,0.037756
860,0.6756,True,0.392738,0.752242,0.650806,0.045042
861,0.6781,True,0.383055,0.792528,0.619061,0.047057
862,0.6895,True,0.251285,0.396831,0.378232,0.050108
863,0.6863,True,0.323484,0.453073,0.618889,0.044728
864,0.6889,True,0.48366,0.453744,0.661015,0.052631
865,0.6848,True,0.450954,0.539833,0.429256,0.053832
866,0.6915,True,0.257114,0.394067,0.584274,0.031782
867,0.6905,True,0.387999,0.39883,0.682214,0.053987
868,0.6883,True,0.382091,0.421412,0.723314,0.068757
869,0.6744,True,0.428422,0.856499,0.576315,0.059775
870,0.6837,True,0.454319,0.604933,0.673894,0.038462
871,0.6869,True,0.464004,0.628466,0.34397,0.057204
872,0.689,True,0.232173,0.429926,0.468537,0.067311
873,0.6845,True,0.287716,0.761198,0.611115,0.047934
874,0.6879,True,0.252002,0.446359,0.456141,0.064571
875,0.6892,True,0.396143,0.391975,0.587703,0.0435
876,0.6815,True,0.413354,0.641805,0.452557,0.033312
877,0.6674,True,0.409315,0.723522,0.451898,0.054595
878,0.6795,True,0.380712,0.639692,0.567218,0.062114
879,0.6738,True,0.46348,0.842504,0.749876,0.067156
880,0.6822,True,0.435463,0.699529,0.725776,0.03824
881,0.6746,True,0.428199,0.794391,0.679723,0.048489
882,0.682,True,0.47211,0.807395,0.57296,0.064181
883,0.6886,True,0.466043,0.432165,0.515579,0.060516
884,0.6787,True,0.337698,0.805232,0.602004,0.038787
885,0.6833,True,0.391028,0.589014,0.740175,0.043107
886,0.6845,True,0.385911,0.537892,0.585572,0.038274
887,0.6822,True,0.286763,0.594733,0.460279,0.030999
888,0.6664,True,0.232575,0.695417,0.521814,0.059073
889,0.6863,True,0.33838,0.519164,0.37461,0.067693
890,0.6869,True,0.400165,0.478789,0.656292,0.059754
891,0.668,True,0.228164,0.79381,0.541068,0.053688
892,0.6863,True,0.220607,0.520943,0.648135,0.062853
893,0.6857,True,0.468627,0.876421,0.655698,0.034774
894,0.6713,True,0.279031,0.897426,0.406906,0.04185
895,0.6805,True,0.48993,0.675891,0.743522,0.062697
896,0.683,True,0.471557,0.690587,0.653057,0.044351
897,0.6736,True,0.460946,0.828405,0.693422,0.04766
898,0.6782,True,0.288628,0.70568,0.483497,0.039672
899,0.6646,True,0.215392,0.85442,0.668061,0.069803
900,0.659,True,0.212141,0.77976,0.490863,0.061653
901,0.6841,True,0.283477,0.560734,0.393896,0.065799
902,0.6687,True,0.252131,0.698759,0.7554,0.033006
903,0.6853,True,0.285665,0.638255,0.761865,0.045842
904,0.6883,True,0.381113,0.416286,0.401383,0.035424
905,0.6876,True,0.468775,0.440002,0.459451,0.064845
906,0.6872,True,0.377775,0.64955,0.34785,0.053398
907,0.6827,True,0.452333,0.696009,0.450819,0.045843
908,0.6646,True,0.266931,0.801849,0.5343,0.03017
909,0.6779,True,0.349087,0.735353,0.484839,0.042604
910,0.6798,True,0.402044,0.641486,0.511993,0.060876
911,0.6853,True,0.318005,0.584871,0.351887,0.057079
912,0.6833,True,0.362605,0.624482,0.672209,0.030078
913,0.672,True,0.367852,0.810915,0.68975,0.041597
914,0.6896,True,0.470263,0.418802,0.529887,0.045063
915,0.6883,True,0.234518,0.476934,0.391906,0.038099
916,0.6841,True,0.428783,0.560468,0.423261,0.037983
917,0.6835,True,0.455261,0.607685,0.457992,0.069868
918,0.6898,True,0.476375,0.452745,0.369863,0.034844
919,0.6828,True,0.407771,0.606076,0.684663,0.039093
920,0.6657,True,0.367046,0.59912,0.551447,0.06207
921,0.6807,True,0.365549,0.671352,0.686827,0.030234
922,0.6791,True,0.45821,0.666175,0.443359,0.065092
923,0.6843,True,0.337537,0.643079,0.384809,0.040518
924,0.6873,True,0.288924,0.491461,0.40021,0.038726
925,0.6888,True,0.45456,0.438589,0.575963,0.033355
926,0.6832,True,0.389762,0.627908,0.462469,0.03314
927,0.6497,True,0.216312,0.738252,0.656989,0.064412
928,0.6858,True,0.281451,0.511179,0.753569,0.03428
929,0.6804,True,0.450242,0.654433,0.505655,0.059583
930,0.6873,True,0.466857,0.471412,0.526749,0.038195
931,0.6706,True,0.401056,0.769516,0.3556,0.060662
932,0.6848,True,0.425757,0.539098,0.538353,0.057171
933,0.6796,True,0.437432,0.86451,0.383864,0.034218
934,0.6785,True,0.41878,0.867108,0.350317,0.0541
935,0.6884,True,0.275843,0.409124,0.534664,0.067868
936,0.6858,True,0.3223,0.487372,0.625427,0.048828
937,0.6907,True,0.440471,0.409183,0.428718,0.048832
938,0.677,True,0.263566,0.684142,0.344724,0.030229
939,0.6892,True,0.458139,0.411856,0.548873,0.046365
940,0.6729,True,0.317432,0.692005,0.702905,0.065056
941,0.6871,True,0.401768,0.475948,0.488109,0.057692
942,0.678,True,0.337654,0.806175,0.699253,0.064725
943,0.6845,True,0.269101,0.604484,0.526922,0.061763
944,0.6885,True,0.268984,0.461681,0.350899,0.037358
945,0.6833,True,0.212127,0.680821,0.635867,0.045195
946,0.685,True,0.362473,0.540649,0.57205,0.050628
947,0.688,True,0.295419,0.459195,0.571592,0.036288
948,0.6787,True,0.480785,0.757154,0.596714,0.05664
949,0.6844,True,0.412864,0.566845,0.418981,0.044999
950,0.686,True,0.469454,0.50791,0.504814,0.039384
951,0.6881,True,0.437577,0.473797,0.386008,0.033036
952,0.6616,True,0.30933,0.726431,0.628623,0.064318
953,0.6577,True,0.234141,0.745708,0.675873,0.044824
954,0.6821,True,0.428363,0.574408,0.353314,0.040449
955,0.6832,True,0.452492,0.547481,0.533584,0.031805
956,0.6671,True,0.229722,0.881453,0.510288,0.06269
957,0.6803,True,0.274332,0.862603,0.721235,0.054817
958,0.6894,True,0.409964,0.416461,0.712384,0.053346
959,0.6875,True,0.340977,0.465344,0.557248,0.039203
960,0.6641,True,0.236079,0.876902,0.497793,0.038334
