scenario,weather,trial,hqm,S,E,B,R,collisions,unsafe_commits,state_trace
pedestrian_curb,fog,10,0.2034,-0.0,0.0,0.6418,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,fog,11,0.2033,-0.0,0.0,0.6415,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,fog,12,0.2032,-0.0,0.0,0.6412,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,fog,13,0.6,0.0,0.0,0.0,0.0,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD']"
pedestrian_curb,fog,14,0.2034,-0.0,0.0,0.642,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,fog,15,0.2034,-0.0,0.0,0.6419,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,fog,16,0.6,0.0,0.0,0.0,0.0,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE']"
pedestrian_curb,fog,17,0.2034,-0.0,0.0,0.6419,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,fog,18,0.2033,-0.0,0.0,0.6417,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,fog,19,0.2035,-0.0,0.0,0.6423,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,night,0,0.2034,-0.0,0.0,0.642,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,night,1,0.2033,-0.0,0.0,0.6417,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,night,2,0.2035,-0.0,0.0,0.6423,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
pedestrian_curb,night,3,0.2034,-0.0,0.0,0.6419,0.5,0,0,"['CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'CRUISE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'PROBE', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'HOLD', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT', 'ABORT']"
